filename,width,height,class,xmin,ymin,xmax,ymax
00213.jpg,1024,1024,wheel,751,674,875,802
00213.jpg,1024,1024,wheel,137,674,259,800
00213.jpg,1024,1024,aero,653,644,794,667
00213.jpg,1024,1024,mirror,545,578,633,613
00213.jpg,1024,1024,rearlamp,38,609,108,639
00213.jpg,1024,1024,rocker,282,709,730,785
00213.jpg,1024,1024,aero,904,731,1007,784
00213.jpg,1024,1024,grill,979,667,1005,728
00213.jpg,1024,1024,headlamp,872,639,982,686
00213.jpg,1024,1024,bodysurface,283,601,731,784
00213.jpg,1024,1024,fender,700,612,928,723
00213.jpg,1024,1024,fender,95,590,312,718
00213.jpg,1024,1024,rearbumper,19,628,166,763
00213.jpg,1024,1024,diffuser,20,675,94,758
00213.jpg,1024,1024,coupe,17,524,1007,814
00214.jpg,1024,1024,grill,142,547,588,669
00214.jpg,1024,1024,headlamp,546,468,755,580
00214.jpg,1024,1024,headlamp,140,433,196,542
00214.jpg,1024,1024,aero,129,605,749,756
00214.jpg,1024,1024,frontbumper,129,537,789,755
00214.jpg,1024,1024,aero,821,442,870,490
00214.jpg,1024,1024,wheel,786,519,835,738
00214.jpg,1024,1024,wheel,967,427,987,556
00214.jpg,1024,1024,mirror,826,336,942,390
00214.jpg,1024,1024,mirror,368,322,415,366
00214.jpg,1024,1024,fender,901,332,988,427
00214.jpg,1024,1024,fender,686,404,862,554
00214.jpg,1024,1024,bodysurface,839,375,950,602
00214.jpg,1024,1024,dlo,826,289,900,385
00214.jpg,1024,1024,hood,133,371,822,618
00214.jpg,1024,1024,coupe,133,266,988,763
00224.jpg,1024,1024,wheel,511,612,605,773
00224.jpg,1024,1024,wheel,874,542,909,642
00224.jpg,1024,1024,grill,162,533,335,680
00224.jpg,1024,1024,headlamp,351,574,419,658
00224.jpg,1024,1024,headlamp,106,554,146,624
00224.jpg,1024,1024,foglamp,312,630,349,692
00224.jpg,1024,1024,foglamp,129,611,158,658
00224.jpg,1024,1024,frontbumper,103,593,507,753
00224.jpg,1024,1024,bodysurface,642,457,874,696
00224.jpg,1024,1024,fender,433,473,685,637
00224.jpg,1024,1024,fender,135,487,338,565
00224.jpg,1024,1024,fender,847,463,935,561
00224.jpg,1024,1024,coupe-convertible,106,369,935,816
00225.jpg,1024,1024,wheel,395,511,484,623
00225.jpg,1024,1024,wheel,847,510,929,613
00225.jpg,1024,1024,dlo,417,338,672,418
00225.jpg,1024,1024,bodysurface,511,415,827,586
00225.jpg,1024,1024,fender,816,426,967,526
00225.jpg,1024,1024,fender,329,418,532,542
00225.jpg,1024,1024,rearlamp,186,513,207,534
00225.jpg,1024,1024,rearlamp,53,507,70,527
00225.jpg,1024,1024,rearbumper,51,506,384,588
00225.jpg,1024,1024,coupe,50,313,978,652
00233.jpg,1024,1024,dlo,568,358,751,461
00233.jpg,1024,1024,wheel,605,570,661,699
00233.jpg,1024,1024,wheel,841,494,870,585
00233.jpg,1024,1024,rearlamp,397,606,427,634
00233.jpg,1024,1024,rearbumper,137,583,598,710
00233.jpg,1024,1024,bodysurface,668,433,837,617
00233.jpg,1024,1024,fender,795,427,882,531
00233.jpg,1024,1024,fender,532,449,697,596
00233.jpg,1024,1024,fender,163,478,241,553
00233.jpg,1024,1024,coupe,137,328,881,734
00233.jpg,1024,1024,mirror,747,417,780,447
00238.jpg,1024,1024,wheel,435,602,526,727
00238.jpg,1024,1024,wheel,856,594,957,707
00238.jpg,1024,1024,dlo,452,421,701,509
00238.jpg,1024,1024,rearlamp,210,607,235,636
00238.jpg,1024,1024,rearlamp,33,597,53,626
00238.jpg,1024,1024,rearbumper,32,632,409,713
00238.jpg,1024,1024,bodysurface,557,509,842,696
00238.jpg,1024,1024,fender,812,513,992,603
00238.jpg,1024,1024,fender,359,508,571,637
00238.jpg,1024,1024,coupe,22,394,993,760
00244.jpg,1024,1024,dlo,481,478,721,540
00244.jpg,1024,1024,wheel,688,602,771,689
00244.jpg,1024,1024,wheel,203,607,291,694
00244.jpg,1024,1024,opening,332,584,403,629
00244.jpg,1024,1024,rearbumper,784,597,911,662
00244.jpg,1024,1024,rearlamp,899,604,910,622
00244.jpg,1024,1024,headlamp,129,580,139,622
00244.jpg,1024,1024,frontbumper,129,626,178,685
00244.jpg,1024,1024,bodysurface,371,538,657,670
00244.jpg,1024,1024,fender,643,533,823,621
00244.jpg,1024,1024,fender,142,544,338,621
00244.jpg,1024,1024,mirror,444,521,464,549
00244.jpg,1024,1024,coupe,129,459,911,714
00245.jpg,1024,1024,wheel,490,572,529,668
00245.jpg,1024,1024,wheel,647,547,669,619
00245.jpg,1024,1024,aero,623,527,647,543
00245.jpg,1024,1024,dlo,447,439,585,503
00245.jpg,1024,1024,rearlamp,365,518,385,590
00245.jpg,1024,1024,rearlamp,105,510,123,578
00245.jpg,1024,1024,rearbumper,110,587,492,664
00245.jpg,1024,1024,bodysurface,547,500,642,628
00245.jpg,1024,1024,fender,618,500,686,556
00245.jpg,1024,1024,fender,438,502,563,581
00245.jpg,1024,1024,coupe,106,416,685,696
00248.jpg,1024,1024,dlo,382,501,616,556
00248.jpg,1024,1024,aero,656,583,721,600
00248.jpg,1024,1024,wheel,759,607,834,685
00248.jpg,1024,1024,wheel,381,602,451,675
00248.jpg,1024,1024,grill,911,583,928,633
00248.jpg,1024,1024,frontbumper,851,620,925,667
00248.jpg,1024,1024,rearbumper,265,607,365,656
00248.jpg,1024,1024,bodysurface,480,558,717,673
00248.jpg,1024,1024,fender,338,553,488,610
00248.jpg,1024,1024,fender,682,553,887,619
00248.jpg,1024,1024,hood,648,540,925,590
00248.jpg,1024,1024,coupe,262,487,927,703
00253.jpg,1024,1024,headlamp,490,418,551,483
00253.jpg,1024,1024,headlamp,208,392,261,450
00253.jpg,1024,1024,grill,246,428,476,515
00253.jpg,1024,1024,foglamp,417,509,456,557
00253.jpg,1024,1024,foglamp,233,487,262,529
00253.jpg,1024,1024,opening,350,376,442,406
00253.jpg,1024,1024,wheel,597,473,657,592
00253.jpg,1024,1024,wheel,810,454,839,540
00253.jpg,1024,1024,dlo,725,322,819,396
00253.jpg,1024,1024,bodysurface,679,393,808,557
00253.jpg,1024,1024,aero,692,437,728,457
00253.jpg,1024,1024,fender,783,395,865,458
00253.jpg,1024,1024,fender,537,386,704,503
00253.jpg,1024,1024,fender,225,370,382,423
00253.jpg,1024,1024,coupe,204,293,866,620
00256.jpg,1024,1024,headlamp,642,420,734,516
00256.jpg,1024,1024,headlamp,72,527,160,619
00256.jpg,1024,1024,grill,180,502,638,665
00256.jpg,1024,1024,opening,315,418,489,479
00256.jpg,1024,1024,dlo,748,256,825,381
00256.jpg,1024,1024,wheel,792,499,835,696
00256.jpg,1024,1024,aero,829,437,854,472
00256.jpg,1024,1024,opening,327,675,531,743
00256.jpg,1024,1024,foglamp,571,602,637,664
00256.jpg,1024,1024,foglamp,195,671,259,735
00256.jpg,1024,1024,hood,230,375,726,511
00256.jpg,1024,1024,fender,648,373,864,532
00256.jpg,1024,1024,fender,861,388,941,463
00256.jpg,1024,1024,fender,67,481,190,570
00256.jpg,1024,1024,coupe,61,233,967,859
00257.jpg,1024,1024,rearlamp,351,525,373,613
00257.jpg,1024,1024,rearlamp,75,517,95,600
00257.jpg,1024,1024,wheel,542,610,616,737
00257.jpg,1024,1024,wheel,877,595,933,704
00257.jpg,1024,1024,aero,817,557,871,579
00257.jpg,1024,1024,mirror,765,490,783,527
00257.jpg,1024,1024,dlo,496,423,755,515
00257.jpg,1024,1024,fender,821,512,978,584
00257.jpg,1024,1024,fender,452,517,669,646
00257.jpg,1024,1024,bodysurface,637,514,862,689
00257.jpg,1024,1024,rearbumper,53,618,530,702
00257.jpg,1024,1024,coupe,53,397,984,768
00257.jpg,1024,1024,frontbumper,944,624,984,650
00258.jpg,1024,1024,aero,608,555,674,584
00258.jpg,1024,1024,wheel,448,611,558,743
00258.jpg,1024,1024,wheel,841,604,902,714
00258.jpg,1024,1024,headlamp,349,537,405,605
00258.jpg,1024,1024,headlamp,72,534,125,597
00258.jpg,1024,1024,grill,113,566,337,644
00258.jpg,1024,1024,frontbumper,52,635,460,689
00258.jpg,1024,1024,opening,225,501,313,534
00258.jpg,1024,1024,rearbumper,927,619,998,670
00258.jpg,1024,1024,dlo,687,429,877,524
00258.jpg,1024,1024,hood,110,487,621,570
00258.jpg,1024,1024,bodysurface,606,511,827,713
00258.jpg,1024,1024,fender,810,519,948,611
00258.jpg,1024,1024,fender,393,509,634,628
00258.jpg,1024,1024,fender,86,511,235,555
00258.jpg,1024,1024,coupe,50,406,999,771
00265.jpg,1024,1024,wheel,342,577,449,703
00265.jpg,1024,1024,wheel,803,518,873,622
00265.jpg,1024,1024,dlo,587,393,792,478
00265.jpg,1024,1024,aero,457,526,569,550
00265.jpg,1024,1024,opening,176,502,220,521
00265.jpg,1024,1024,grill,81,573,187,647
00265.jpg,1024,1024,headlamp,187,540,269,623
00265.jpg,1024,1024,headlamp,87,518,129,573
00265.jpg,1024,1024,frontbumper,70,608,277,681
00265.jpg,1024,1024,rearbumper,923,541,967,573
00265.jpg,1024,1024,bodysurface,477,478,791,667
00265.jpg,1024,1024,fender,763,455,928,537
00265.jpg,1024,1024,fender,257,481,527,597
00265.jpg,1024,1024,coupe,67,375,967,730
00269.jpg,1024,1024,aero,703,507,738,536
00269.jpg,1024,1024,dlo,736,321,864,437
00269.jpg,1024,1024,fender,849,394,949,487
00269.jpg,1024,1024,headlamp,358,528,502,661
00269.jpg,1024,1024,headlamp,66,470,150,571
00269.jpg,1024,1024,grill,82,560,350,690
00269.jpg,1024,1024,opening,324,719,405,753
00269.jpg,1024,1024,opening,136,670,292,733
00269.jpg,1024,1024,opening,81,636,126,672
00269.jpg,1024,1024,wheel,588,590,667,746
00269.jpg,1024,1024,wheel,891,479,928,586
00269.jpg,1024,1024,fender,498,440,748,596
00269.jpg,1024,1024,bodysurface,688,411,887,680
00269.jpg,1024,1024,hood,173,395,697,529
00269.jpg,1024,1024,coupe,60,291,947,787
00270.jpg,1024,1024,wheel,475,584,558,705
00270.jpg,1024,1024,wheel,85,581,145,684
00270.jpg,1024,1024,aero,166,531,224,548
00270.jpg,1024,1024,dlo,293,410,550,500
00270.jpg,1024,1024,rearlamp,743,549,776,607
00270.jpg,1024,1024,rearlamp,957,543,973,591
00270.jpg,1024,1024,fender,427,491,701,591
00270.jpg,1024,1024,fender,51,491,251,573
00270.jpg,1024,1024,rearbumper,568,570,968,679
00270.jpg,1024,1024,coupe,47,387,971,735
00270.jpg,1024,1024,bodysurface,181,496,444,674
00272.jpg,1024,1024,headlamp,659,513,761,617
00272.jpg,1024,1024,headlamp,904,514,974,601
00272.jpg,1024,1024,grill,764,561,960,639
00272.jpg,1024,1024,dlo,186,417,385,512
00272.jpg,1024,1024,aero,390,542,459,563
00272.jpg,1024,1024,opening,819,655,912,674
00272.jpg,1024,1024,frontbumper,576,559,976,696
00272.jpg,1024,1024,wheel,497,604,588,735
00272.jpg,1024,1024,wheel,106,595,167,700
00272.jpg,1024,1024,bodysurface,194,506,456,695
00272.jpg,1024,1024,fender,429,492,662,594
00272.jpg,1024,1024,fender,59,506,222,608
00272.jpg,1024,1024,hood,447,461,884,529
00272.jpg,1024,1024,coupe,41,400,975,769
00276.jpg,1024,1024,wheel,412,699,467,823
00276.jpg,1024,1024,wheel,147,698,190,807
00276.jpg,1024,1024,aero,322,644,369,671
00276.jpg,1024,1024,headlamp,517,625,575,691
00276.jpg,1024,1024,headlamp,857,616,919,683
00276.jpg,1024,1024,grill,587,652,859,724
00276.jpg,1024,1024,frontbumper,480,700,930,780
00276.jpg,1024,1024,rearbumper,64,705,100,739
00276.jpg,1024,1024,opening,641,598,746,614
00276.jpg,1024,1024,hood,412,569,814,630
00276.jpg,1024,1024,fender,743,592,917,646
00276.jpg,1024,1024,fender,359,593,528,675
00276.jpg,1024,1024,fender,100,600,218,703
00276.jpg,1024,1024,mirror,287,563,327,604
00276.jpg,1024,1024,bodysurface,197,599,368,789
00276.jpg,1024,1024,coupe-convertible,63,489,930,853
00280.jpg,1024,1024,aero,188,614,255,640
00280.jpg,1024,1024,wheel,89,660,161,754
00280.jpg,1024,1024,wheel,518,680,602,787
00280.jpg,1024,1024,rearbumper,690,672,1009,740
00280.jpg,1024,1024,rearlamp,805,606,825,673
00280.jpg,1024,1024,rearlamp,973,612,990,676
00280.jpg,1024,1024,dlo,322,504,644,590
00280.jpg,1024,1024,frontbumper,19,679,59,705
00280.jpg,1024,1024,fender,41,579,211,680
00280.jpg,1024,1024,fender,449,587,696,696
00280.jpg,1024,1024,bodysurface,196,581,480,752
00280.jpg,1024,1024,coupe,19,484,1009,812
00287.jpg,1024,1024,dlo,520,369,715,451
00287.jpg,1024,1024,mirror,707,417,734,453
00287.jpg,1024,1024,aero,773,490,843,513
00287.jpg,1024,1024,wheel,867,529,935,622
00287.jpg,1024,1024,wheel,400,550,490,654
00287.jpg,1024,1024,rearbumper,43,552,360,619
00287.jpg,1024,1024,bodysurface,513,451,837,608
00287.jpg,1024,1024,fender,816,450,985,526
00287.jpg,1024,1024,fender,315,448,557,558
00287.jpg,1024,1024,coupe-convertible,33,349,999,678
00287.jpg,1024,1024,rearlamp,152,472,174,540
00287.jpg,1024,1024,rearlamp,34,462,55,522
00288.jpg,1024,1024,aero,412,512,488,540
00288.jpg,1024,1024,wheel,544,572,646,695
00288.jpg,1024,1024,wheel,136,551,199,653
00288.jpg,1024,1024,headlamp,711,496,767,562
00288.jpg,1024,1024,headlamp,942,486,990,545
00288.jpg,1024,1024,opening,782,470,855,486
00288.jpg,1024,1024,grill,773,520,952,594
00288.jpg,1024,1024,frontbumper,662,579,986,660
00288.jpg,1024,1024,hood,506,436,908,503
00288.jpg,1024,1024,coupe-convertible,25,362,995,723
00288.jpg,1024,1024,rearbumper,25,558,82,581
00288.jpg,1024,1024,bodysurface,212,452,499,670
00288.jpg,1024,1024,fender,486,459,697,587
00288.jpg,1024,1024,fender,76,460,253,565
00289.jpg,1024,1024,opening,619,488,737,506
00289.jpg,1024,1024,grill,570,537,860,627
00289.jpg,1024,1024,headlamp,857,499,923,567
00289.jpg,1024,1024,headlamp,484,520,555,592
00289.jpg,1024,1024,frontbumper,454,605,942,684
00289.jpg,1024,1024,wheel,387,606,453,734
00289.jpg,1024,1024,wheel,141,613,179,718
00289.jpg,1024,1024,aero,292,553,339,580
00289.jpg,1024,1024,hood,380,467,815,528
00289.jpg,1024,1024,bodysurface,176,516,350,723
00289.jpg,1024,1024,fender,343,501,498,614
00289.jpg,1024,1024,fender,113,518,203,617
00289.jpg,1024,1024,rearbumper,78,627,114,652
00289.jpg,1024,1024,coupe-convertible,79,383,942,770
00290.jpg,1024,1024,wheel,625,470,715,566
00290.jpg,1024,1024,wheel,128,491,205,580
00290.jpg,1024,1024,aero,244,447,315,468
00290.jpg,1024,1024,rearlamp,909,408,923,471
00290.jpg,1024,1024,rearlamp,976,416,988,470
00290.jpg,1024,1024,spoiler,898,379,989,427
00290.jpg,1024,1024,rearbumper,798,473,1001,503
00290.jpg,1024,1024,bodysurface,259,394,588,559
00290.jpg,1024,1024,fender,569,387,783,483
00290.jpg,1024,1024,fender,76,417,258,508
00290.jpg,1024,1024,frontbumper,36,524,89,543
00290.jpg,1024,1024,coupe-convertible,35,327,1001,603
00293.jpg,1024,1024,dlo,605,469,750,547
00293.jpg,1024,1024,aero,525,566,591,591
00293.jpg,1024,1024,wheel,395,604,473,700
00293.jpg,1024,1024,wheel,800,623,859,706
00293.jpg,1024,1024,rearbumper,909,639,970,660
00293.jpg,1024,1024,headlamp,286,546,329,595
00293.jpg,1024,1024,opening,216,526,277,542
00293.jpg,1024,1024,headlamp,97,542,138,587
00293.jpg,1024,1024,grill,128,564,278,620
00293.jpg,1024,1024,opening,152,650,239,681
00293.jpg,1024,1024,frontbumper,76,620,367,657
00293.jpg,1024,1024,bodysurface,521,533,784,689
00293.jpg,1024,1024,fender,765,543,904,621
00293.jpg,1024,1024,fender,342,528,521,608
00293.jpg,1024,1024,coupe-convertible,76,449,969,726
00294.jpg,1024,1024,aero,299,565,365,583
00294.jpg,1024,1024,wheel,165,590,279,703
00294.jpg,1024,1024,wheel,740,604,850,717
00294.jpg,1024,1024,rearlamp,944,562,991,592
00294.jpg,1024,1024,rearbumper,856,605,1018,677
00294.jpg,1024,1024,grill,6,588,17,619
00294.jpg,1024,1024,headlamp,38,553,117,581
00294.jpg,1024,1024,frontbumper,8,600,153,678
00294.jpg,1024,1024,bodysurface,301,529,707,687
00294.jpg,1024,1024,fender,683,525,904,606
00294.jpg,1024,1024,fender,108,527,328,616
00294.jpg,1024,1024,coupe-convertible,2,456,1016,727
00294.jpg,1024,1024,aero,25,635,46,659
00295.jpg,1024,1024,aero,731,671,792,705
00295.jpg,1024,1024,aero,991,651,1008,680
00295.jpg,1024,1024,grill,805,592,1004,641
00295.jpg,1024,1024,headlamp,923,531,997,573
00295.jpg,1024,1024,headlamp,628,538,774,588
00295.jpg,1024,1024,hood,403,499,966,568
00295.jpg,1024,1024,frontbumper,565,616,1010,726
00295.jpg,1024,1024,wheel,447,599,557,758
00295.jpg,1024,1024,wheel,49,602,113,728
00295.jpg,1024,1024,mirror,260,487,346,539
00295.jpg,1024,1024,bodysurface,144,514,414,712
00295.jpg,1024,1024,fender,411,508,644,649
00295.jpg,1024,1024,fender,24,509,166,624
00295.jpg,1024,1024,coupe-convertible,4,412,1016,776
00295.jpg,1024,1024,aero,368,557,428,581
00296.jpg,1024,1024,aero,460,585,528,603
00296.jpg,1024,1024,wheel,325,612,438,741
00296.jpg,1024,1024,wheel,837,632,927,755
00296.jpg,1024,1024,headlamp,159,568,272,605
00296.jpg,1024,1024,grill,9,608,138,650
00296.jpg,1024,1024,opening,22,670,131,695
00296.jpg,1024,1024,foglamp,156,638,215,684
00296.jpg,1024,1024,frontbumper,4,623,322,720
00296.jpg,1024,1024,mirror,531,514,629,554
00296.jpg,1024,1024,bodysurface,459,545,812,720
00296.jpg,1024,1024,fender,777,544,970,663
00296.jpg,1024,1024,fender,263,542,501,656
00296.jpg,1024,1024,coupe-convertible,4,461,1016,768
00299.jpg,1024,1024,grill,516,513,878,575
00299.jpg,1024,1024,headlamp,837,454,929,507
00299.jpg,1024,1024,headlamp,360,449,506,504
00299.jpg,1024,1024,foglamp,407,560,485,631
00299.jpg,1024,1024,foglamp,893,561,935,631
00299.jpg,1024,1024,opening,544,609,847,659
00299.jpg,1024,1024,mirror,757,399,822,434
00299.jpg,1024,1024,mirror,128,391,240,445
00299.jpg,1024,1024,dlo,143,339,249,454
00299.jpg,1024,1024,aero,198,485,234,508
00299.jpg,1024,1024,frontbumper,296,543,946,691
00299.jpg,1024,1024,wheel,232,522,303,718
00299.jpg,1024,1024,wheel,57,562,84,724
00299.jpg,1024,1024,bodysurface,117,439,227,684
00299.jpg,1024,1024,hood,284,409,875,486
00299.jpg,1024,1024,fender,51,449,147,630
00299.jpg,1024,1024,fender,227,422,370,529
00299.jpg,1024,1024,coupe,49,318,950,738
00300.jpg,1024,1024,grill,538,507,853,556
00300.jpg,1024,1024,opening,566,589,827,633
00300.jpg,1024,1024,foglamp,866,536,902,600
00300.jpg,1024,1024,foglamp,441,545,514,611
00300.jpg,1024,1024,headlamp,811,446,892,496
00300.jpg,1024,1024,headlamp,396,449,529,498
00300.jpg,1024,1024,wheel,262,509,368,684
00300.jpg,1024,1024,wheel,72,537,108,679
00300.jpg,1024,1024,aero,232,474,270,495
00300.jpg,1024,1024,hood,312,406,846,479
00300.jpg,1024,1024,frontbumper,337,531,907,657
00300.jpg,1024,1024,bodysurface,133,438,244,645
00300.jpg,1024,1024,mirror,162,387,260,435
00300.jpg,1024,1024,mirror,716,385,775,420
00300.jpg,1024,1024,dlo,159,341,263,433
00300.jpg,1024,1024,fender,70,436,143,538
00300.jpg,1024,1024,fender,257,426,400,557
00300.jpg,1024,1024,coupe,63,314,921,706
00301.jpg,1024,1024,headlamp,337,560,548,675
00301.jpg,1024,1024,foglamp,353,747,475,819
00301.jpg,1024,1024,wheel,663,596,757,810
00301.jpg,1024,1024,wheel,960,447,992,569
00301.jpg,1024,1024,mirror,804,376,913,435
00301.jpg,1024,1024,mirror,377,356,409,390
00301.jpg,1024,1024,dlo,798,300,928,436
00301.jpg,1024,1024,grill,26,638,311,766
00301.jpg,1024,1024,headlamp,41,507,136,594
00301.jpg,1024,1024,opening,63,720,295,841
00301.jpg,1024,1024,frontbumper,23,600,647,865
00301.jpg,1024,1024,bodysurface,783,387,951,704
00301.jpg,1024,1024,hood,46,401,760,626
00301.jpg,1024,1024,fender,575,425,792,660
00301.jpg,1024,1024,fender,928,341,1000,455
00301.jpg,1024,1024,coupe,24,280,1001,865
00301.jpg,1024,1024,aero,775,501,816,538
00303.jpg,1024,1024,wheel,517,595,631,736
00303.jpg,1024,1024,wheel,67,658,151,785
00303.jpg,1024,1024,dlo,168,465,421,563
00303.jpg,1024,1024,aero,431,570,488,591
00303.jpg,1024,1024,opening,768,623,828,657
00303.jpg,1024,1024,opening,997,601,1014,626
00303.jpg,1024,1024,grill,829,543,1003,600
00303.jpg,1024,1024,headlamp,929,496,999,531
00303.jpg,1024,1024,foglamp,745,581,815,606
00303.jpg,1024,1024,frontbumper,575,557,1017,700
00303.jpg,1024,1024,hood,446,486,938,546
00303.jpg,1024,1024,rearbumper,4,661,66,743
00303.jpg,1024,1024,fender,26,550,178,640
00303.jpg,1024,1024,fender,447,504,684,614
00303.jpg,1024,1024,bodysurface,170,534,483,743
00303.jpg,1024,1024,coupe,4,427,1014,803
00307.jpg,1024,1024,headlamp,365,508,509,568
00307.jpg,1024,1024,headlamp,845,486,945,549
00307.jpg,1024,1024,grill,512,569,887,636
00307.jpg,1024,1024,foglamp,409,617,489,690
00307.jpg,1024,1024,foglamp,903,600,948,670
00307.jpg,1024,1024,opening,552,657,852,712
00307.jpg,1024,1024,hood,267,443,911,538
00307.jpg,1024,1024,mirror,787,400,867,452
00307.jpg,1024,1024,mirror,136,424,237,482
00307.jpg,1024,1024,dlo,153,358,254,475
00307.jpg,1024,1024,aero,216,529,245,558
00307.jpg,1024,1024,frontbumper,295,571,971,743
00307.jpg,1024,1024,wheel,260,588,300,790
00307.jpg,1024,1024,wheel,59,585,98,763
00307.jpg,1024,1024,fender,54,459,134,600
00307.jpg,1024,1024,fender,252,464,376,602
00307.jpg,1024,1024,bodysurface,111,468,250,722
00307.jpg,1024,1024,coupe,52,321,971,817
00308.jpg,1024,1024,headlamp,475,566,619,624
00308.jpg,1024,1024,headlamp,88,494,178,550
00308.jpg,1024,1024,grill,123,579,451,678
00308.jpg,1024,1024,grill,138,662,415,742
00308.jpg,1024,1024,foglamp,476,671,554,740
00308.jpg,1024,1024,foglamp,67,593,99,656
00308.jpg,1024,1024,wheel,623,653,747,838
00308.jpg,1024,1024,wheel,919,665,966,820
00308.jpg,1024,1024,mirror,782,507,892,562
00308.jpg,1024,1024,mirror,250,418,307,466
00308.jpg,1024,1024,dlo,780,442,901,563
00308.jpg,1024,1024,fender,908,540,984,663
00308.jpg,1024,1024,fender,594,533,795,667
00308.jpg,1024,1024,aero,757,605,794,632
00308.jpg,1024,1024,hood,152,459,749,591
00308.jpg,1024,1024,frontbumper,56,544,674,814
00308.jpg,1024,1024,bodysurface,776,549,897,778
00308.jpg,1024,1024,coupe,46,376,984,863
00309.jpg,1024,1024,wheel,483,534,588,688
00309.jpg,1024,1024,wheel,892,487,986,608
00309.jpg,1024,1024,aero,869,453,913,475
00309.jpg,1024,1024,mirror,797,386,839,422
00309.jpg,1024,1024,dlo,536,335,826,425
00309.jpg,1024,1024,rearlamp,201,461,361,512
00309.jpg,1024,1024,rearlamp,44,441,75,479
00309.jpg,1024,1024,spoiler,48,417,312,471
00309.jpg,1024,1024,rearbumper,18,488,480,645
00309.jpg,1024,1024,bodysurface,607,427,896,630
00309.jpg,1024,1024,fender,868,413,1005,494
00309.jpg,1024,1024,fender,366,412,659,558
00309.jpg,1024,1024,coupe,14,306,1003,706
00309.jpg,1024,1024,diffuser,23,531,322,631
00313.jpg,1024,1024,headlamp,509,568,686,636
00313.jpg,1024,1024,headlamp,894,460,985,520
00313.jpg,1024,1024,grill,718,557,1002,683
00313.jpg,1024,1024,opening,745,639,991,745
00313.jpg,1024,1024,foglamp,603,686,697,755
00313.jpg,1024,1024,wheel,353,662,457,845
00313.jpg,1024,1024,wheel,40,644,98,777
00313.jpg,1024,1024,aero,261,615,318,637
00313.jpg,1024,1024,mirror,149,516,258,566
00313.jpg,1024,1024,dlo,93,447,257,559
00313.jpg,1024,1024,bodysurface,94,547,345,785
00313.jpg,1024,1024,hood,302,439,940,593
00313.jpg,1024,1024,fender,13,538,103,651
00313.jpg,1024,1024,fender,301,539,555,685
00313.jpg,1024,1024,coupe,11,365,1012,859
00313.jpg,1024,1024,mirror,640,394,685,431
00316.jpg,1024,1024,headlamp,487,504,637,564
00316.jpg,1024,1024,headlamp,92,466,182,523
00316.jpg,1024,1024,grill,124,546,471,627
00316.jpg,1024,1024,aero,774,530,811,558
00316.jpg,1024,1024,wheel,659,570,776,770
00316.jpg,1024,1024,wheel,935,583,976,744
00316.jpg,1024,1024,mirror,787,431,900,483
00316.jpg,1024,1024,mirror,245,383,301,432
00316.jpg,1024,1024,opening,150,632,437,699
00316.jpg,1024,1024,foglamp,497,614,583,684
00316.jpg,1024,1024,foglamp,77,568,112,639
00316.jpg,1024,1024,frontbumper,71,557,719,733
00316.jpg,1024,1024,bodysurface,785,481,920,704
00316.jpg,1024,1024,fender,918,465,988,564
00316.jpg,1024,1024,fender,609,476,808,595
00316.jpg,1024,1024,fender,110,427,281,511
00316.jpg,1024,1024,hood,125,426,766,580
00316.jpg,1024,1024,coupe,61,329,988,786
00320.jpg,1024,1024,dlo,414,536,768,606
00320.jpg,1024,1024,wheel,763,668,875,783
00320.jpg,1024,1024,wheel,180,669,297,788
00320.jpg,1024,1024,aero,297,635,395,656
00320.jpg,1024,1024,headlamp,44,636,126,669
00320.jpg,1024,1024,foglamp,33,706,74,745
00320.jpg,1024,1024,grill,9,672,29,743
00320.jpg,1024,1024,bodysurface,339,588,719,758
00320.jpg,1024,1024,fender,686,586,968,679
00320.jpg,1024,1024,fender,118,601,374,690
00320.jpg,1024,1024,coupe,12,522,1004,800
00320.jpg,1024,1024,mirror,457,583,507,623
00322.jpg,1024,1024,grill,262,511,607,631
00322.jpg,1024,1024,foglamp,634,572,704,638
00322.jpg,1024,1024,foglamp,200,550,243,617
00322.jpg,1024,1024,headlamp,607,467,734,519
00322.jpg,1024,1024,headlamp,218,446,303,500
00322.jpg,1024,1024,hood,251,411,813,501
00322.jpg,1024,1024,wheel,778,530,850,706
00322.jpg,1024,1024,aero,843,480,877,510
00322.jpg,1024,1024,wheel,974,547,1005,703
00322.jpg,1024,1024,mirror,871,412,939,466
00322.jpg,1024,1024,mirror,311,392,360,419
00322.jpg,1024,1024,dlo,829,344,925,441
00322.jpg,1024,1024,fender,935,435,1005,547
00322.jpg,1024,1024,bodysurface,856,441,945,667
00322.jpg,1024,1024,fender,700,435,869,559
00322.jpg,1024,1024,frontbumper,196,493,819,683
00322.jpg,1024,1024,coupe,181,312,1005,727
00326.jpg,1024,1024,aero,636,571,701,589
00326.jpg,1024,1024,wheel,704,592,790,685
00326.jpg,1024,1024,wheel,267,592,359,687
00326.jpg,1024,1024,dlo,341,494,615,551
00326.jpg,1024,1024,rearlamp,145,554,216,583
00326.jpg,1024,1024,spoiler,121,529,185,557
00326.jpg,1024,1024,diffuser,111,616,199,656
00326.jpg,1024,1024,rearbumper,111,581,276,660
00326.jpg,1024,1024,rocker,370,616,688,669
00326.jpg,1024,1024,frontbumper,795,610,851,670
